04/17/2014,Industrial output up NY manufacturing contracts, NEW YORK  Reuters  Industrial production rose in September and a gauge of manufacturing in New York State hinted at stabilization in October suggesting the factory sector will keep supporting the economic recovery   Industrial production rose 02 percent last month in line with expectations as a gain in manufacturing offset a drop in utility output a Federal Reserve report showed Augusts reading was downwardly revised to show flat output Manufacturing production rose 04 percent with consumer durables rising 09 percent as production rose for automotive products and home electronics Despite signs of a slowdown in global economic growth US manufacturing output is still expanding at a solid pace Paul Ashworth chief US economist at Capital Economics wrote in a note The third quarter turned out to be a lot better than some feared and the economy has a little momentum going into the fourth The New York Feds Empire State index provided a more mixed picture The general business conditions index contracted for a fifth month in a row though the pace moderated slightly and new orders improved The survey of manufacturing plants in the state is one of the earliest monthly guideposts to US factory conditions NO EVIDENCE OF RECESSION While the pace of growth in manufacturing has slowed in recent months  and in some regions contracted  last months broader national report pointed to a sector that will continue to boost the recovery A lot of people have been fearful that were running into a new recession and the data dont really show that here said Scott Brown chief economist at Raymond James in St Petersburg Florida Financial markets were little moved by the data as investors focused on the sovereign debt situation in the euro zone The Empire States business conditions index was up slightly in October at minus 848 from minus 882 Economists polled by Reuters had expected a reading of minus 40 New orders rose to 016 from minus 80 Employment gauges were mixed as the index for the number of employees rose to 337 from minus 543 but the average employee workweek index fell to minus 449 from minus 217 Even so the outlook for the coming months worsened with the index of business conditions six months ahead dropping to its lowest level since February 2009 to 674 from 1304 last month Graphic  US industrial output capacity utilization  linkreuterscomgeb54s Reporting by Leah Schnurr Additional reporting by  Jason Lange  Editing by  Jan Paschal 
04/16/2014,"U.S. not ""trying that hard"" on exports: GE's Immelt", NEW YORK  Reuters  The United States is not trying hard enough as a nation to win business overseas and that is contributing to its economic slump said General Electric Co Chief Executive Jeff Immelt   That is a big concern since boosting exports is one of the best ways the nation can tackle the stubbornly high unemployment that is leading a growing number of Americans to question how well the economic system is working Were not trying that hard Immelt told a Thomson Reuters Newsmaker event in New York on Monday We havent really tried as hard as we can to compete educate and sell our products around the world and I think we can do better Still the head of the largest US conglomerate and a top adviser to the Obama administration on jobs and the economy believes the United States can improve He noted that GE expects to generate 60 percent of its sales outside its home country this year He held out Germany  home to one of GEs biggest rivals Siemens AG  as an example of a wealthy country that has been successful in pushing exports Chancellor Angela Merkel flies from Berlin to Beijing theres 25 German CEOs that go on the plane right behind her And they connect the dots They play hard they play to win Immelt said President Barack Obama he added has been out driving and pushing to try to double exports in the next five years I think we can compete very well But were not allin the same way that the Germans are allin The nations economic malaise now in its third year has left many Americans angry and frustrated Immelt said and people in power need to empathize Unemployment is 91 percent Underemployment is much higher than that particularly among young people that dont have a college degree Immelt said It is natural to assume that people are angry and I think we have to be empathetic and understand that people are not feeling great A large and diverse group of protesters who complain that the US economic system is no longer working to the benefit of a large slice of the nations population has been a visible presence on Wall Street for a month now The movement known as Occupy Wall Street has spread around the country The protesters complain that the billions of dollars the US government spent during the recession to prop up financial companies including GE have allowed banks to earn large profits without benefiting average Americans GROWTH THE ONLY ANSWER The head of the worlds largest maker of jet engines and electric turbines said he regarded stronger growth as the only real answer to the rising disillusionment The only way to solve this specific problem is growth Immelt said If unemployment comes down people will feel better If unemployment goes up people will feel worse no matter what goes on  Wall Street Immelt said the gap between the pay of CEOs and average Americans is adding to tensions The discrepancy is certainly one of the problems today in terms of why people feel the system is unfair Immelt said But he said that lowering CEO pay would do little to lower unemployment Immelt received compensation worth 214 million last year including a 4 million bonus that was his first since 2007 If CEO pay goes way down and unemployment is 12 percent people are still going to feel bad he said It is a symptom but it is not the problem Immelt is confident that US business can compete with rivals in emerging markets such as China and also profit in developing markets He cited Russia as a major focus over the next decade and said GE is also investing in resourcerich African countries including Mozambique Angola Nigeria and South Africa GE expects to generate more than 60 percent of its revenue outside the United States this year Analysts on average expect it to record revenue of 14813 billion SEES SLOW EUROPEAN GROWTH Concerns that Greece could default on its debt and threaten the European and US financial systems have rattled the world economy in recent weeks pushing down stocks and prompting big banks including Bank of America Corp and JPMorgan Chase  Co to begin laying off staffers The most likely case is that Europe has slow growth for a long period of time Immelt said The process is going to have to be solved inside of Europe Last week the White House advisory panel Immelt heads submitted a report to the Obama administration saying that attracting more foreign capital being more aggressive in energy policy and investing in infrastructure could help create jobs in an economy struggling with high unemployment Immelt a lifelong Republican has drawn fire from some GE shareholders for his work with the Democratic Obama administration The CEO defended his role saying GE executives have long had a voice in Washington People need to try he said Id rather be in the arena trying than not doing what I can to help Partisanship in Washington is hurting the nations economy by slowing efforts to reform the system Immelt said adding that he worried that antiWall Street rhetoric hurts people other than those it is aimed at If your first comment is Wall Street is horrible and youre in a position of leadership you dont hurt Wall Street Immelt said But there is some guy in Illinois thats not going to build a factory today because he thinks the financial system is horrible Thats my point This is a time when leaders people like me should be trying to do things that are more convergent because ultimately words count Reporting by Scott Malone additional reporting by Nick Zieminski Editing by  Derek Caney  and John Wallace
04/15/2014,Citi posts higher earnings but warns on growth, Reuters  Citigroup Inc reported higher quarterly earnings helped by an accounting gain but warned that developed markets could face weak growth for years and the banks shares fell   The results were better than expected but the banks shares shrugged off early strength and ended the day lower amid broader concerns about the industrys future profitability Wells Fargo  Co posted a steep drop in lending margins on Monday When you look at the accounting gain and the loan loss reserve releases those stick out like sore thumbs said Matt McCormick portfolio manager with Bahl  Gaynor Investment Counsel Investors are saying they like banks to beat expectations just they dont like how Citi did it Like its rivals Citigroup was hit by the European debt crisis and the sluggish US economy Investment banking fees dropped and its loan book fell 2 percent Operating expenses rose in part because of investments made to boost its business Chief Executive Vikram Pandit is trying to turn the bank around after the financial crisis by focusing on emerging markets where economies are still growing relatively quickly The weak US economy also weighed on results at JPMorgan Chase  Co last week In the developed markets growth is likely to be slow for years Pandit said in a conference call with analysts He also said the US housing market remains the greatest risk that domestic banks face Chief Financial Officer John Gerspach said the banks net interest margin is expected to decline by a few hundredths of a percentage point every quarter for the next few quarters if the bank does not make a significant portfolio sale Growth in the developed markets is weak but the emerging markets which have fueled much of Citigroups profit gains in recent quarters showed early signs of sputtering For example retail loan volume in Latin America dropped 7 percent in the third quarter from the second quarter Citigroup the thirdlargest US bank by assets reported net income of 377 billion or 123 per share up from 217 billion or 72 cents per share a year earlier The latest results included a pretax gain of 19 billion or 39 cents per share after taxes due to the banks widening credit spreads during the quarter When a banks debt weakens relative to US Treasuries it can record an accounting gain because it could theoretically profit from buying back debt Excluding that gain Citi earned 26 billion or 84 cents per share Analysts average forecast was 81 cents per share according to Thomson Reuters IBES After rising by as much as 38 percent in the morning Citi shares changed course and ended 17 percent lower on the day at 2793 The banks share price has fallen about 40 percent this year in line with declines for other large banks IMPROVING CREDIT Citi which received three US government rescues at the height of the financial crisis is seeing its problem loan portfolio shrink Nonaccrual loans fell to 795 billion in the third quarter from 1246 billion a year earlier As part of the improving credit picture Citi also announced plans to move its retail partner card business from Citi Holdings the unit where the bank keeps assets and operations it is shedding into Citicorp where it houses its main continuing businesses Citigroup had been looking to sell the unit  which includes 42 billion in credit card loans  after forming Citi Holdings in 2009 But CFO Gerspach said the business now makes sense with Citigroups ongoing business as the portfolio is now markedly different than in 2008 and 2009 at the height of the financial crisis We figured out how retail partner cards fit the broader payment strategy for US consumer Gerspach said The bank has no plans to take its OneMain Financial business into its Citicorp unit he added because it is not as good a strategic fit OneMain makes consumer loans typically to lesswealthy borrowers while Citigroup is focusing its retail businesses on higherincome consumers globally A tough dealmaking market may also be contributing to the card units move Gerspach said the current market environment is a bit daunting for selling large loan portfolios INVESTMENT BANKING HIT Like JPMorgan Citigroups investment banking business was hurt when European market turmoil made companies reluctant to buy competitors or issue securities Revenue at Citis continuing securities and banking business fell 12 percent excluding the debt value adjustment to 484 billion Overall operating expenses rose 8 percent from a year earlier Operating expenses were 1246 billion and have been hovering around that level since the fourth quarter of 2010 From the beginning of 2009 through the third quarter of 2010 quarterly operating expenses were typically closer to 119 billion Reporting by Joe Rauch in Charlotte NC editing by Gerald E McCormick John Wallace and  Matthew Lewis 
04/14/2014,Olympus dives 24 percent hit by payments reports, TOKYO  Reuters  Shares in Olympus Corp plunged by a quarter on Monday after media reports quoted its ousted chief executive of accusing the board of firing him for probing allegations of improper payments related to acquisitions   Michael Woodford 51 was sacked just two weeks after the company promoted the Briton from his role as president with glowing reports on his performance Combined with Fridays 18 percent fall the plunge has wiped out 32 billion in market value from the Japanese precision instrument and camera maker The dismissal of the president has shattered equity market expectations of structural reform at the firm Deutsche analyst Yoshikazu Higurashi wrote in a report Japanese boards rarely dismiss top executives so the announcement took financial markets by surprise In an interview with the Wall Street Journal 30year Olympus veteran Woodford said he had asked the chairman Tsuyoshi Kikukawa to resign over serious governance concerns Olympus denied any wrongdoing but the sacking triggered a slew of downgrades from brokerages worried about Olympus stepping back from a commitment to cut costs All MA deals were conducted using appropriate accounting following appropriate processes an Olympus spokesman told Reuters Olympus shares ended 24 percent lower at 1555 yen the lowest in two and a half years in a market up 15 percent More than 54 million shares were traded versus average volume of 3 million shares traded over the past 30 days This is a very interesting development because obviously there is something very fishy here said Nicholas Benes a corporate governance expert and head of Board Director Training Institute of Japan Youd have to be an idiot to think there is not something very fishy here if hes Woodford not getting an explanation for it and they are not giving it publicly after all this garbage has been sent out into the newspapers A spokesman at the Tokyo Stock Exchange declined to say whether the bourse would begin any probe into Woodfords reported allegation On Monday major local media outlets largely ignored the ongoing board tussle at Olympus Analysts said the dismissal could deal a blow to the ambitious costcutting plans at Olympus that Woodford had championed He was credited with successfully cutting costs in the companys European division Olympuss operating profit dipped 41 percent to 354 billion yen in ending March 31 2011 as its struggling camera division lost 15 billion yen Goldman Sachs Nomura Citigroup JPMorgan and Daiwa Securities also cut their ratings on Olympus Kikukawa will take over as president and chief executive roles he had stepped away from to allow Woodfords appointments DEEP RIFTS Olympus said Woodford circumvented the companys management structure by giving orders directly to staff and said there had been differences over restructuring the RD division There were deep rifts between Mr Woodford and the rest of management concerning the direction of the company and steps needed to be taken and the situation was such that it was hampering decisionmaking the Olympus spokesman reiterated on Monday Woodford joined KeyMed a medical subsidiary of Olympus in 1980 after working for Schweppes Olympus was known in general as a fairly respected company and in general disclosure in Japan although not great on a global basis is quite a bit better than Asian disclosure policies said Glen Wood partner and head of sales in Tokyo at JIAsia the equities research arm of Societe Generale I think this is a big shock to the market and will have implications for other companies I dont think you can look at Japan the same way 1  77365 Japanese Yen Additional reporting by Lisa Twaronite Reiji Murai and  Kei Okamura  Editing by  Edwina Gibbs  and  Anshuman Daga 
04/11/2014,Halliburton Q3 beats modest tone weighs on shares, Reuters  Halliburton Co  HALN  the worlds secondlargest oilfield services company posted a higherthanexpected profit but its stock reversed Fridays gain due to the less exuberant outlook of its management   Chief Executive Dave Lesar talked of the risk of decreased US gasdirected drilling and expected some rigs to be redeployed to liquidsrich regions though he also noted such shifts can weigh on efficiency and financial performance Kurt Hallead analyst at RBC Capital Markets pointed to the executives discussion of flat international pricing against seasonal weakness in North America as indicating fourthquarter profit estimates would need to be trimmed from the current average of 103 per share Halliburtons profit surge in the past year has been driven by the need for drillers to tap its hydraulic fracturing expertise to extract oil and gas from US shale rock The bear case mentality is that US fracking has peaked Hallead said of what investors had to consider when buying the stock at this point in the cycle After a rally on Friday Halliburton shares fell as much as 78 percent on Monday despite another strong quarterly performance Thirdquarter net profit rose to 683 million or 74 cents per share from 544 million or 60 cents per share a year earlier Excluding onetime items Halliburton earned 94 cents per share topping analysts average estimate of 92 cents according to Thomson Reuters IBES Revenue rose 40 percent to 655 billion Analysts had expected 639 billion Many analysts expect the North American shale boom to last at least through 2012 even with the weak American economy as producers plow billions of dollars into developing US oil shale fields Lesar said Halliburton expects to have hired 17000 people this year including 12000 in the United States implying an increase in its worldwide headcount to about 77000 While acknowledging some clients may cut back on spending Lesar warned against comparisons with the drilling downturn of 2008 He cited the emergence of new US oil resources easy access to capital the higher number of large customers in US land drilling improved contracts and equipment shortages All of these factors provide me with continued confidence in the resiliency of the North American market he said Delays in operations in Iraq and an operational shutdown in Libya hurt thirdquarter results though Halliburton said profit from operations outside the United States recovered at the rate we expected during the quarter Three rigs did start operating in Iraq toward the end of the quarter In Libya where rebels have ousted ruler Muammar Gaddafi the company is assessing whether to reopen Halliburton has put behind it a major liability attached to former unit KBR Inc  KBRN  which just settled a fiveyear dispute over failed bolts on subsea oilfield flow lines off Brazil for 200 million The company took a 163 million related charge in the third quarter Halliburton shares were down 71 percent at 3479 on the New York Stock Exchange on Monday morning off an earlier low at 3452 Reporting by Ernest Scheyder in New York and Braden Reddall in San Francisco Editing by Gerald E McCormick John Wallace and  Matthew Lewis 
04/10/2014,Factbox: Coming events in the euro zone debt crisis, LONDON  Reuters  Following are upcoming events linked to the debt crisis in the euro zone   EUROPEAN UNION October  Special Eurogroup meeting expected possibly by endOctober to decide on Greeces next aid tranche and leveraging the euro zones EFSF bailout fund October 21  Summit of European Union and euro zone finance ministers in Brussels expected to discuss next steps to tackle the euro zone debt crisis such as leveraging the EFSF rescue fund recapitalizing banks and bringing forward the creation of its permanent replacement the ESM October 23  Summit of European Union and euro zone heads of state and government in Brussels expected to announce steps to tackle euro zone crisis November 7  Meeting of Eurogroup in Brussels November 8  Meeting of EU finance ministers in Brussels November 29  Meeting of Eurogroup in Brussels November 30  Meeting of EU finance ministers in Brussels December 9  Summit of EU heads of state and government in Brussels G7G8G20 MEETINGS November 34  G20 annual summit in Cannes France If no new euro zone crisisfighting steps are announced by this point markets are likely to react badly President Barack Obama has demanded concrete plans in time for the summit GREECE POLITICS  Greece hopes its international lenders release an 8 billion euro tranche of bailout funds after EUIMFECB inspectors concluded a performance review and the government announced measures to make up for fiscal slippage Final results of the review expected late on October 19  Inspectors suspended talks with Athens earlier in September after the government failed to meet fiscal pledges under terms of its bailout The next tranche must be paid by midNovember if Greece is to avoid running out of money  The ruling socialists want to pass draft legislation that raises the income tax burden and places 30000 public sector jobs on a labor reserve by October 20 ahead of an October 23 EU summit on the debt crisis  Greece has been working on a voluntary swap of government bonds with longer maturity paper aiming to conclude the global transaction in October Under a July deal private creditors agreed to a 21 percent writedown on their Greek holdings to lighten and stretch the debt burden But euro zone authorities are considering bigger haircuts which could delay the scheme Oct 1819  Public and private sector unions hold antiausterity strike continuing to challenge government policies October 20  Parliament expected to vote on austerity legislation GOVERNMENT DEBT SUPPLY Monthly Tbill sales are Greeces sole remaining route to market funding The debtchoked country needs to roll over 40 billion euros of Tbills maturing in October October 18  Auction of 3month Tbills October 21  A previous 20 bln euro issue matures ITALY  Italy after a long period of prevarication passed a muchaltered austerity plan in September to try and steer clear of the debt crisis but its bond yields are only being kept at manageable levels with European Central Bank support  The focus now shifts to whether a weak and scandalplagued government can implement the promised reforms and if more austerity measures will be needed to head off the need for outside help By common consent an Italian bailout would overwhelm existing euro zone rescue funds POLITICS October  Decision on central bank governor Prime Minister Silvio Berlusconi backs Mario Draghis deputy at Bank of Italy Fabrizio Saccomanni but Economy Minister Giulio Tremonti says job must go to Treasury Director General Vittorio Grilli Decision repeatedly delayed but must come before Draghi takes over as ECB president at start of November MidOctober  Government due to present economic reform proposals expected to include sale of real estate and infrastructure projects including tax breaks for firms involved Oct 13  Prime Minister Silvio Berlusconi on Thursday called a vote of confidence in his government saying a collapse of his centerright coalition now would be catastrophic for the country and its economy The vote will be held on October 14 October 28  Berlusconi expected to attend graft trial where he is accused of bribing British lawyer David Mills DEBT ISSUES October 26  BOTs and CTZs zero coupon bonds auctions October 27  BTPei eurozone indexlinked fixed rate bonds SPAIN REFORM  The Bank of Spain has said its banking system recapitalization program was sufficient even in adverse stress test conditions It took over three unlisted saving banks to wrap up the restructuring process State and private investors injected 134 billion euros into the savings banks known as cajas at the end of the process a fraction of that estimated by analysts GENERAL ELECTIONS FOUR MONTHS EARLY  Spains Socialist Prime Minister Jose Luis Rodriguez Zapatero has brought forward general elections set for March 2012 to November 20 2011 The conservative opposition Popular Party has a healthy poll lead Spain has gone a long way with its austerity measures but its decision to shelve a partial sale of the state lottery suggests electoral politics are starting to impinge DEBT ISSUES October 18  12 18month Tbills October 20  Bond auction October 25  3 6month Tbills November 3  Bond auction November 3  Treasury to announce bond calendar for month GERMANY POLITICS  The Free Democrats FDP junior coalition partner in Chancellor Angela Merkels centerright government hold a summit on October 2324 to prepare for their November party congress  The FDPs ratings have plummeted in opinion polls to between 2 and 5 percent from 146 percent in the last general elections in 2009 The FDP has been a partner in more postwar governments than any other party  The FDP will also hold an internal vote in December to determine their partys stance on German contributions to European bailouts  Merkels Christian Democrats CDU will also hold a party congress in November IRELAND  Ireland as of September 2011 had drawn down just over a third of the 675 billion euros in loans it is taking from the EU and the IMF as part of its 85 billion euro bailout package It has received 89 billion euros from the IMF and 156 billion from Europes bailout funds  Officials from the ECB EC and IMF arrived for the latest quarterly review of progress under the bailout on October 10  Dublin has recapitalized the countrys four remaining lenders to meet its target under the EUIMF bailout It had earmarked 176 billion euros to meet the 24 billion euro bill with the rest coming from imposing losses on banks junior bondholders and asset sales IMF PACKAGE End Q4 2011  Government will by endOctober set out a mediumterm fiscal consolidation plan for 2012 to 2015 outlining revenue and expenditure adjustments for each year End Q4 2011  Government will propose a budget for 2012 with a budget adjustment of at least 36 billion euros End Q4 2011  The Irish authorities will implement the strategy to underpin the solvency and viability of the credit union sectors End Q4 2011  Government will propose a draft program for the disposal of state assets and discuss it with EUIMF EVENTS Oct 20  Likely date of assessment from Irelands latest EUIMF quarterly review Oct 21  External Trade data PORTUGAL  Portugal bailed out to the tune of 78 billion euros has admitted its accounts fell short of expectations in the first half of the year but said it would meet this years target agreed with its lenders  Portugals economy is expected to contract sharply this year and only return to growth in 2013 as the government enacts tough spending cuts and acrosstheboard tax hikes  Prime Minister Pedro Passos Coelho has said he could not rule out having to reinforce his countrys aid program if it was swept up in a contagion backwash should Greece default POLITICS October 14  Prime Minister Pedro Passos Coelho in parliament debate October 15  Rally in Lisbon organized by youth movements as part of the international day of protest dubbed 15O Expected to protest against austerity in Portugal EUIMF and government policies October 17  Deadline for the government to present draft 2012 budget to parliament November dates not set yet  The Troika of European Commission European Central Bank and International Monetary Fund representatives returns to Lisbon for the second quarterly evaluation of bailout implementation November 29  Final vote on 2012 budget Government has a solid majority in parliament GOVERNMENT DEBT SUPPLY October 19  IGCP debt agency auctions between 750 million and 15 billion euros in 3month and 6month Tbills November 2  IGCP debt agency auctions 750 million to 125 billion euros in 3month Tbills November 16  IGCP debt agency auctions 750 million to 15 billion euros in 3month and 6month Tbills December 7  IGCP debt agency auctions between 750 million and 125 billion euros in 3month Tbills December 21  IGCP debt agency auction 750 million to 15 billion euros in 3month Tbills Source Reuters bureau Reporting by  David Cutler  London Editorial Reference Unit
04/09/2014,Hasbro's U.S. sales to rebound in holiday season, Reuters  Wall Street expects Hasbro Inc  HASO  to make up for weak thirdquarter domestic sales in the yearend holiday season as retailers pushed back orders in the run up to the key Christmas selling period   The companys shares fell as much as 5 percent before reversing their earlier losses to trade up marginally at 3487 on Monday afternoon Hasbro known for its Nerf foam toys and Transformers action figures posted lower sales in US and Canada in sharp contrast to larger rival Mattel which reported strong US revenue on record sales of Barbie dolls Retailers delayed some orders that were expected in September to the current quarter boding well for the holiday season despite uncertainty in economic conditions playing on the minds of US shoppers I think of our retail partners as planning for a fairly robust season Chief Operating Officer David Hargreaves said on a conference call with analysts Certainly as we talk to them at the moment they all plan that their business with us will be up this year Hasbros shipments in North America were coming in ahead of last years numbers so far in the fourth quarter Chief Executive Brian Goldner said on the call Wedbush Securities analyst Edward Woo said things were looking good for Hasbro in the fourth quarter and expects Hasbro to earn 302 a share on revenue of 44 billion for the year Hasbro said it was seeing good momentum for its toys at retail and kept its outlook for meaningful growth in 2011 revenue and earnings Sterne Agee  Leach analyst Margaret Whitfield said Hasbros outlook suggests its fullyear earnings per share could top her expectations of 3 and the consensus estimate of 298 International revenue jumped 23 percent in the third quarter somewhat offsetting the disappointing 7 percent drop in revenue from United States and Canada Reporting by Abhishek Takle in Bangalore Editing by Sriraj Kalluvila Saumyadeb Chakrabarty and Viraj Nair
04/08/2014,Germany's Schaeuble warns summit won't bury euro crisis, DUESSELDORF Germany  Reuters  German Finance Minister Wolfgang Schaeuble warned on Monday against unrealistic expectations that this weekends European Union summit can come up with a definitive solution to the euro zones sovereign debt crisis   We wont have a definitive solution this weekend the German minister told reporters in Duesseldorf Expectations of the October 23 summit have steadily built up since Chancellor Angela Merkel and Frances Nicolas Sarkozy promised in bilateral talks on October 9 to unveil a comprehensive new euro zone crisis package including an agreement on how to recapitalize Europes banks But Schaeubles comments that the summit would not draw a line under the crisis once and for all  remarks echoed by an aide to Merkel  put paid to a euro rally against the US dollar and brought German Bund futures back from early losses The chancellor has pointed out that the dreams building up that this package will mean everything will be solved and over by Monday cannot be fulfilled said Merkels spokesman Steffen Seibert They are important working steps on a long path that will reach far into next year and on which more steps will have to follow Seibert told a news conference With markets and the media pushing for details Seibert reiterated that Germany and France had agreed their talks would be kept confidential ahead of the weekend which is near and when answers to some of these questions will be given The discussions will be carried out internally and then made public on the weekend not the other way round he said Seibert added that Merkel did not plan to meet top bankers before the summit Schaeuble said it was crucial that major banks have a minimum capital adequacy requirement and added that he assumed there would be agreement in Europe that this should be 9 percent for core TierOne systemically relevant banks The minister added that problems on the interbank market showed that banks do not trust each other though he did not elaborate Schaeuble will address the German parliaments budget committee on the summit this Thursday but a ministry spokesman would not give further details of what might come out of the weekend meeting regarding ways of beefing up the European Financial Stability Facility EFSF bailout fund The question of how the EFSF instruments can be used more effectively or as effectively as possible is the subject of intense discussions but I cannot comment on individual models said the finance ministry spokesman Additional reporting by Andreas Rinke and  Annika Breidthardt  in Berlin Writing by  Stephen Brown  Editing by  Noah Barkin  and  Catherine Evans 
04/07/2014,"Schaeuble says Tobin tax opposition is ""parochial""", LONDON  Reuters  UK opposition to taxing stock bond and derivatives trades is stopping the European Union from making banks help clean up the mess from the financial crisis Germanys finance minister Wolfgang Schaeuble said on Monday   If the financial transaction tax were introduced in all of Europe which includes the UK it could help reduce volatility further not least because it could make leveraged trading less profitable Schaeuble said in a speech in London Shortsighted parochialism is stopping progress he said Britains Finance Minister George Osborne who will meet with Schaeuble later on Monday opposes a Tobinstyle tax on derivatives and other transactions unless applied globally to avoid banks and brokers taking their business elsewhere The UK has already imposed a balance sheet tax on banks Schaeuble conceded at a meeting of finance ministers from the worlds top 20 economies G20 at the weekend that hopes for a global Tobin tax  named after the US economist who first mooted one in the 1970s  have effectively ended after Britain the United States and Canada lined up to oppose such a move Germany and France still hope to push ahead at the EU level but the UK and the Czech Republic are opposed Unanimity is required to impose an EU tax on a member state and one idea is to have a euro zone Tobin tax Andrew Tyrie chairman of the treasury committee in Britains parliament who was present at the speech asked Schaeuble during a questionandanswer session What evidence do you have that the derivatives business will not just move to markets outside the euro area in particular to Asia Sweden an EU member tried introducing a Tobin tax unilaterally in the 1980s but had to scrap it after market participants took evasive action If you wait until everyone will have it you will never get it Schaeuble said in response The United States and others would quickly bring in similar measures if the EU went ahead Schaeuble said If we introduced it in all of the European Union it wouldnt be a long time before the United States will include it themselves if we go ahead a lot of other parts of the world economy will follow us he said at a forum in London Additional reporting by  William James  and Jessica Mortimer Writing by Huw Jones Editing by  Catherine Evans 
04/04/2014,Berlin tempers summit hopes banks under pressure, DUESSELDORF Germany  Reuters  Germany said on Monday that a summit of EU leaders next Sunday would not produce a miracle cure for the euro zones sovereign debt crisis a warning that pushed down markets after a rise in the past week on expectations of a breakthrough   German Finance Minister Wolfgang Schaeuble told a conference in Duesseldorf that European governments would adopt a fivepoint plan at the Brussels meeting to address the turmoil that has clouded the outlook for the global economy This is expected to include a plan to recapitalize banks and reduce Greeces debt mountain by asking the countrys private creditors to accept steeper writedowns on their holdings than the 21 percent losses agreed last July But Schaeuble cautioned that the meeting would not yield a definitive solution for the crisis that started in Greece two years ago and has since spread across the 17nation bloc leading some experts to predict a breakup His comment weighed on the euro which fell one percent against the dollar after hitting a onemonth high earlier in the day European stocks also fell Ahead of a 48hour general strike in Greece that is expected to bring the country to a standstill just as parliament votes on a new set of controversial austerity measures Greek Prime Minister George Papandreou appealed for unity This is maybe the most crucial week for Greece and Europe he said during a meeting with the Greek president Hours later however a deputy from Papandreous party quit his seat in protest against what he called unjust steps The lawmaker will be replaced by another socialist so Papandreous fourseat majority in the 300strong assembly is unchanged Greeces overall debt is forecast to climb to 357 billion euros 4914 billion this year or 162 percent of annual economic output  a level economists agree is unsustainable To reduce this mountain euro zone leaders are racing to convince banks to accept voluntary writedowns of up to 50 percent on their sovereign holdings At the same time they are trying to agree on a blueprint for recapitalizing financial institutions at risk from the deepening crisis Determining how the writedowns will be applied and the source of funds to recapitalize the banks will require arduous negotiations between now and the deadlines the EU has set for itself said Dan Morris global strategist at JP Morgan Asset Management We remain optimistic an agreement will be found but returns have been so strong over the last few weeks there is a risk of disappointment if it takes longer to work out the details than investors expect LITTLE CHOICE Charles Dallara of the Institute of International Finance IIF a lead negotiator for the banks told Reuters that bigger writedowns could only happen if policymakers addressed broader sovereign debt issues in Europe If the official community is interested in asking the private sector to take another look at Greece then it will have to be only as part of a broader process of addressing the full range of sovereign debt issues in Europe Dallara said Privately bankers say addressing Greeces problems alone will accomplish little They are pushing policymakers to come up with a stronger plan for addressing the woes of the entire euro zone fearful that governments might come back with new demands in a matter of months if their latest steps fail One solution under discussion is leveraging the blocs 440 billion euro rescue fund  the European Financial Stability Facility EFSF  to give it more firepower But it is unclear whether Germany and other northern European members of the currency bloc will agree to this EU officials say the banks have little choice but to accept voluntarily the losses requested by governments since the alternative would be a disorderly default that would trigger wider financial market chaos and bigger writedowns European finance ministers will meet on Friday to prepare the EU summit Sources told Reuters that they would consider a threepronged plan for shoring up banks which have restricted interbank lending in the crisis exacerbating market worries The plan foresees a higher minimum capital requirement for banks an additional temporary buffer for those exposed to troubled euro debt and a requirement that banks have adequate term funding even if this means statebacked guarantees Leading German and French banks have said they will resist forced recapitalizations but the French government made clear on Monday that this is what policymakers wanted French banks will be recapitalized even though they are solid because we are in a climate of extreme nervousness extreme tension and lack of confidence so we must strengthen all the banks French government spokeswoman Valerie Pecresse said on French radio We are going toward a collective European solution she added We will ask all European banks to have 9 percent capital ratios by 2013 to be more solid to face risk The deadline Pecresse mentioned was much later than EU officials have suggested They want banks to be given three to six months to reach the target German Chancellor Angela Merkels spokesman said the government was working intensively to define how German banks would participate in a second rescue package for Greece and how to make best use of the EFSF But like Schaeuble he cautioned against high expectations Merkel and French President Nicolas Sarkozy promised last week that they would unveil a new comprehensive plan by the end of the month boosting investor hopes The chancellor has pointed out that the dreams building up that this package will mean everything will be solved and over by Monday cannot be fulfilled spokesman Steffen Seibert said In Portugal another debtridden euro zone country that was granted an EUIMF bailout in May a draft budget bill forecast that a recession will worsen next year as the government adopts severe austerity measures to rebuild the countrys finances The draft presented on Monday foresees the economy contracting 28 percent in 2012 compared with a 19 percent slump this year Lisbons centerright government presented the austerity measures as part of the 2012 budget on Friday They include cuts to yearend and holiday bonuses for civil servants Unions have promised a general strike in response 1  0727 Euros Writing by  Noah Barkin  Additional reporting by  Huw Jones  and  Steve Slater  in London Angeliki Koutantou in Athens  Stephen Brown   Annika Breidthardt  and  Alexandra Hudson  in Berlin  John Irish  in Paris Sergio Goncalves and  Axel Bugge  in Lisbon Editing by Paul Taylor and  Mark Heinrich 
